Flow,Occupancy,Speed
204.0,0.0038,70.1
192.0,0.005,68.4
192.0,0.0044,69.0
240.0,0.0046,69.6
228.0,0.0047,69.6
168.0,0.0034,69.4
204.0,0.0041,69.1
204.0,0.0041,69.6
336.0,0.006999999999999999,68.9
264.0,0.0049,69.2
348.0,0.0064,69.0
336.0,0.0071,69.4
456.0,0.0093,69.3
300.0,0.0057,69.9
432.0,0.008,69.8
396.0,0.0074,69.6
480.0,0.0089,69.6
372.0,0.0066,69.9
420.0,0.0085,69.2
300.0,0.0057,69.9
528.0,0.0123,68.5
576.0,0.0113,69.5
456.0,0.0084,69.7
528.0,0.0101,69.2
480.0,0.0095,69.5
468.0,0.0095,69.2
612.0,0.0115,69.3
756.0,0.0154,68.6
384.0,0.0073,69.4
480.0,0.0094,68.7
504.0,0.0099,68.7
492.0,0.0088,69.2
492.0,0.0096,69.2
444.0,0.0086,68.9
492.0,0.0098,68.6
420.0,0.008,69.2
552.0,0.0114,69.4
648.0,0.0131,68.9
576.0,0.0119,69.8
600.0,0.0117,69.5
588.0,0.0121,69.1
648.0,0.0129,68.2
696.0,0.0138,69.0
372.0,0.0068,68.9
540.0,0.0105,69.4
660.0,0.0131,68.9
672.0,0.0133,68.2
852.0,0.0168,69.1
660.0,0.013000000000000001,69.3
1008.0,0.02,68.0
888.0,0.0169,69.2
960.0,0.0185,68.6
780.0,0.0159,69.0
924.0,0.0184,68.5
900.0,0.0174,68.7
756.0,0.0149,68.7
912.0,0.0167,69.5
1044.0,0.0201,69.4
1020.0,0.0204,68.4
1032.0,0.02,68.6
1356.0,0.026000000000000002,69.2
1512.0,0.03,68.3
1296.0,0.0249,68.7
1512.0,0.0288,69.0
1200.0,0.0238,68.3
1332.0,0.0259,68.4
1116.0,0.0212,69.0
1296.0,0.0242,69.7
1296.0,0.0238,69.8
996.0,0.0197,69.3
948.0,0.0199,67.8
1416.0,0.0276,68.3
1572.0,0.0302,68.8
1560.0,0.0305,68.5
1668.0,0.0314,69.4
1176.0,0.0215,70.3
1260.0,0.0254,68.6
1332.0,0.0256,69.9
1380.0,0.0265,69.7
1584.0,0.0311,69.2
1500.0,0.0295,69.0
1392.0,0.0262,69.6
1488.0,0.0294,68.6
1548.0,0.0306,68.2
1068.0,0.0222,67.5
1308.0,0.0257,68.4
1500.0,0.0286,69.3
1296.0,0.026000000000000002,68.3
1548.0,0.0305,68.2
1032.0,0.0219,66.9
1320.0,0.0252,68.5
1284.0,0.0253,68.5
1200.0,0.0232,69.0
1488.0,0.0295,68.5
1224.0,0.0238,68.0
1308.0,0.0263,68.2
1524.0,0.0294,69.0
1740.0,0.035,69.1
1356.0,0.0271,68.3
1572.0,0.0305,68.7
1848.0,0.035,69.7
1536.0,0.0294,69.3
1524.0,0.0298,68.9
1452.0,0.0287,68.3
1392.0,0.0284,67.2
1392.0,0.0276,67.3
1380.0,0.0266,68.3
1320.0,0.0255,68.4
1560.0,0.0308,68.3
1524.0,0.0289,68.9
1500.0,0.0301,67.7
1488.0,0.0298,67.6
1368.0,0.0275,67.2
1536.0,0.0316,66.8
1428.0,0.0283,67.1
1656.0,0.0326,67.8
1524.0,0.0304,67.5
1572.0,0.0316,67.5
1008.0,0.0194,68.4
1548.0,0.0312,68.0
1452.0,0.0293,67.4
1440.0,0.0294,67.7
1440.0,0.0304,66.1
1344.0,0.0278,66.1
1332.0,0.0255,68.1
1416.0,0.0277,68.1
1320.0,0.0255,68.7
1332.0,0.0273,67.6
1272.0,0.0262,67.2
1452.0,0.0297,67.1
1512.0,0.0303,67.0
1188.0,0.0232,68.5
1068.0,0.0539,54.7
1284.0,0.0267,61.2
1092.0,0.022000000000000002,64.3
1368.0,0.0271,66.1
1464.0,0.0283,67.3
1152.0,0.0222,68.7
1320.0,0.0269,67.7
1044.0,0.0223,66.9
1212.0,0.0246,67.7
1200.0,0.0232,68.8
1584.0,0.0331,66.9
1500.0,0.0313,67.0
1368.0,0.0275,67.4
1212.0,0.0233,68.6
1236.0,0.0253,67.2
1344.0,0.0262,68.3
1440.0,0.0276,68.7
1428.0,0.0305,66.6
1176.0,0.023,68.6
1320.0,0.0261,69.7
1320.0,0.0264,69.2
1200.0,0.0231,69.8
1152.0,0.0231,70.2
1020.0,0.0217,69.1
1320.0,0.0256,68.7
1548.0,0.0318,68.1
1548.0,0.0316,68.1
1320.0,0.0268,67.9
1092.0,0.0222,68.2
1428.0,0.0283,68.8
1308.0,0.0264,68.9
1548.0,0.033,67.5
1356.0,0.0282,67.5
1152.0,0.0227,68.6
1464.0,0.0315,66.9
1260.0,0.0258,67.5
1644.0,0.0334,67.9
1032.0,0.0209,68.7
1392.0,0.0283,68.4
1212.0,0.0244,68.1
1260.0,0.0257,68.1
1080.0,0.0217,68.5
1284.0,0.0259,68.6
1020.0,0.021,68.9
1044.0,0.0212,68.8
1068.0,0.0217,68.3
1308.0,0.0262,68.1
1068.0,0.0216,69.1
876.0,0.0174,68.9
1272.0,0.0247,69.3
1044.0,0.0216,68.3
1008.0,0.0202,68.7
1056.0,0.0208,69.4
1020.0,0.0211,69.2
1080.0,0.0204,70.3
1092.0,0.0212,70.7
1020.0,0.0209,69.6
972.0,0.0198,68.1
972.0,0.0193,68.5
1056.0,0.0214,68.9
972.0,0.019,68.9
804.0,0.0167,68.9
816.0,0.0163,69.3
924.0,0.0184,69.3
816.0,0.0165,68.6
744.0,0.0144,69.3
612.0,0.0121,68.5
1092.0,0.0223,68.7
888.0,0.0167,69.6
912.0,0.0184,69.0
996.0,0.0197,69.6
756.0,0.0145,70.2
804.0,0.0164,69.1
816.0,0.0169,68.8
816.0,0.0167,68.2
840.0,0.0166,69.2
708.0,0.0144,68.6
696.0,0.0138,69.1
696.0,0.0139,69.2
648.0,0.0137,67.9
516.0,0.0103,68.5
492.0,0.0107,68.4
504.0,0.0099,69.2
576.0,0.0123,67.9
480.0,0.0103,67.9
648.0,0.0134,68.3
516.0,0.0106,69.4
420.0,0.0087,68.4
684.0,0.0144,68.7
396.0,0.0074,68.8
360.0,0.0075,69.0
432.0,0.0086,69.8
384.0,0.0079,69.5
276.0,0.0055,69.0
312.0,0.0061,69.5
300.0,0.0061,69.4
204.0,0.0042,69.5
204.0,0.004,68.4
228.0,0.0048,69.4
192.0,0.0037,70.0
216.0,0.005,68.7
144.0,0.0036,69.0
132.0,0.0027,69.7
156.0,0.0032,68.7
96.0,0.002,68.9
132.0,0.0032,68.2
216.0,0.0051,68.7
168.0,0.0033,70.5
156.0,0.003,69.6
180.0,0.0041,68.8
120.0,0.0025,69.4
192.0,0.0042,69.9
84.0,0.0016,69.1
216.0,0.0043,70.4
132.0,0.0028,70.0
84.0,0.0021,70.0
72.0,0.0015,70.2
24.0,0.0005,69.8
96.0,0.0021,70.1
108.0,0.0025,69.5
72.0,0.002,69.1
72.0,0.0013,70.8
84.0,0.0022,70.2
156.0,0.0037,70.1
120.0,0.0026,70.2
84.0,0.004,67.9
108.0,0.0028,67.8
36.0,0.0008,68.1
84.0,0.0019,69.6
132.0,0.0028,70.4
96.0,0.0025,69.1
96.0,0.0029,69.4
84.0,0.002,68.1
72.0,0.0015,70.3
120.0,0.0031,69.2
120.0,0.0035,68.7
96.0,0.0022,69.4
96.0,0.0021,70.6
96.0,0.002,67.6
108.0,0.0029,69.4
72.0,0.0016,70.5
108.0,0.0023,70.4
96.0,0.0022,69.5
216.0,0.006,68.7
180.0,0.0042,70.0
216.0,0.0064,69.0
192.0,0.0048,68.7
468.0,0.0097,68.9
384.0,0.0096,69.4
360.0,0.008,69.8
204.0,0.0054,68.0
324.0,0.0083,68.8
528.0,0.0101,70.4
456.0,0.0091,70.6
600.0,0.0119,70.0
600.0,0.0132,69.8
708.0,0.0142,68.8
1116.0,0.022000000000000002,70.4
1128.0,0.0228,70.3
1188.0,0.0243,70.3
1104.0,0.022000000000000002,70.7
1212.0,0.024,70.8
1380.0,0.0284,70.4
1416.0,0.0301,70.5
2136.0,0.0423,71.0
2016.0,0.0388,72.9
2364.0,0.0474,72.7
1632.0,0.0644,66.5
2616.0,0.0539,68.5
2664.0,0.0554,68.4
3216.0,0.0655,69.7
3456.0,0.0708,69.8
3024.0,0.0615,70.4
3444.0,0.0735,68.9
3564.0,0.0751,69.3
3144.0,0.0645,70.4
4092.0,0.0943,67.0
3924.0,0.0917,64.9
4128.0,0.0888,66.6
4728.0,0.105,66.4
4812.0,0.1098,65.6
5628.0,0.1392,62.6
6012.0,0.1439,62.1
5280.0,0.1489,57.2
5256.0,0.1558,53.5
5556.0,0.1656,51.8
5460.0,0.2036,46.2
5736.0,0.2211,42.5
5448.0,0.225,39.4
4728.0,0.2118,36.7
4356.0,0.2209,33.2
4512.0,0.2173,32.1
5160.0,0.2417,32.1
4620.0,0.24600000000000002,30.2
5304.0,0.2456,31.3
4932.0,0.2757,29.2
4932.0,0.2533,29.2
3600.0,0.1875,29.0
4704.0,0.1047,47.6
5028.0,0.1168,55.6
5436.0,0.1353,57.3
5196.0,0.1187,60.7
5616.0,0.1794,53.9
5016.0,0.2515,42.0
5184.0,0.22,38.5
5472.0,0.2216,37.7
4116.0,0.2723,30.0
5436.0,0.2147,33.8
5328.0,0.2614,32.2
5316.0,0.2316,33.3
4560.0,0.2249,31.9
3540.0,0.2378,27.1
3960.0,0.3365,22.4
3552.0,0.3246,19.4
3216.0,0.4541,15.0
3576.0,0.3658,14.9
4368.0,0.2522,20.5
5544.0,0.2418,27.4
4488.0,0.3091,24.7
4464.0,0.218,27.7
3588.0,0.2997,22.9
3660.0,0.1161,34.8
3516.0,0.0781,50.0
2172.0,0.0803,47.8
2736.0,0.0603,57.9
2592.0,0.0537,63.7
2568.0,0.0555,65.3
1920.0,0.0403,67.6
2568.0,0.0554,67.8
2316.0,0.0461,69.7
2064.0,0.0422,70.1
2040.0,0.0437,69.6
1788.0,0.0382,68.9
1704.0,0.0341,70.0
1728.0,0.035,70.7
1560.0,0.035,68.5
1956.0,0.0729,59.3
1404.0,0.0281,64.4
1560.0,0.0316,67.8
1536.0,0.0314,69.1
1080.0,0.0225,68.8
1728.0,0.0359,69.8
1236.0,0.0255,70.1
1344.0,0.0303,68.9
1476.0,0.0317,68.5
1248.0,0.0288,67.1
1104.0,0.0254,66.3
1464.0,0.0338,65.6
1152.0,0.0256,67.5
1236.0,0.027999999999999997,67.1
1344.0,0.0344,65.1
1308.0,0.0285,66.3
1356.0,0.0293,67.4
1152.0,0.0252,68.4
1224.0,0.0275,67.4
1488.0,0.0324,67.9
1332.0,0.027999999999999997,68.5
1224.0,0.0281,68.0
1044.0,0.0222,69.2
1308.0,0.028999999999999998,68.0
1320.0,0.0294,67.2
1140.0,0.025,68.0
1380.0,0.0298,68.1
924.0,0.0184,69.0
1260.0,0.0275,68.1
1104.0,0.0244,68.7
1356.0,0.0288,67.9
1152.0,0.0251,68.2
1200.0,0.0277,66.7
1104.0,0.0251,66.9
1212.0,0.0272,67.0
984.0,0.0207,68.3
1440.0,0.0302,68.4
1200.0,0.0235,69.6
900.0,0.0192,69.7
1140.0,0.0231,69.6
1332.0,0.0271,70.1
1404.0,0.0291,69.5
1116.0,0.0236,69.1
912.0,0.0196,68.8
1020.0,0.0223,68.4
1176.0,0.0243,69.5
828.0,0.019,67.2
1128.0,0.024,67.6
1224.0,0.026000000000000002,67.9
1404.0,0.0286,68.8
1428.0,0.0318,67.5
1212.0,0.026000000000000002,66.6
1308.0,0.0266,68.3
1200.0,0.027000000000000003,66.9
1404.0,0.032,66.2
1320.0,0.061,60.5
1476.0,0.0319,63.5
1344.0,0.0299,64.9
1152.0,0.0225,68.3
1140.0,0.024,69.2
1464.0,0.033,67.2
1308.0,0.0275,67.7
1176.0,0.0252,68.4
1080.0,0.0235,67.6
1308.0,0.0286,66.9
1368.0,0.0296,68.0
1452.0,0.0335,65.8
1308.0,0.0274,68.5
1308.0,0.0332,63.5
1332.0,0.0277,66.0
1452.0,0.032,66.5
1236.0,0.0277,67.1
1596.0,0.0347,66.3
1476.0,0.0304,68.6
1140.0,0.023,69.1
1584.0,0.0347,68.7
1260.0,0.0273,68.3
1368.0,0.0276,69.3
1536.0,0.034,67.6
1536.0,0.0316,69.0
1320.0,0.0275,69.1
1344.0,0.0275,69.8
1044.0,0.0232,68.2
900.0,0.0188,68.9
1236.0,0.0262,69.4
1068.0,0.0216,70.2
1308.0,0.0271,68.9
1284.0,0.0269,68.9
1164.0,0.025,68.5
876.0,0.0184,68.9
1260.0,0.0291,67.2
996.0,0.0206,67.4
804.0,0.0178,67.1
816.0,0.0173,67.7
852.0,0.018000000000000002,68.5
780.0,0.0161,69.1
744.0,0.0167,69.3
840.0,0.018000000000000002,69.0
684.0,0.0144,68.8
600.0,0.0137,67.9
828.0,0.0183,67.8
672.0,0.0137,68.7
528.0,0.0106,69.7
468.0,0.0092,70.0
456.0,0.0092,70.2
408.0,0.0094,68.7
468.0,0.0113,67.8
396.0,0.009000000000000001,68.1
420.0,0.0089,68.4
468.0,0.0094,69.8
660.0,0.0139,69.6
528.0,0.0133,68.2
540.0,0.0131,68.0
468.0,0.0091,68.3
300.0,0.0058,68.6
360.0,0.0082,68.9
552.0,0.0109,69.0
528.0,0.0111,69.1
384.0,0.0085,69.0
564.0,0.0113,68.8
480.0,0.0098,68.9
444.0,0.0089,68.5
324.0,0.0065,69.5
396.0,0.0083,68.9
492.0,0.0101,69.4
480.0,0.0102,68.1
516.0,0.0101,69.7
432.0,0.0089,69.4
384.0,0.0073,69.1
492.0,0.0094,69.0
372.0,0.0078,69.1
372.0,0.0078,68.9
288.0,0.006,68.8
396.0,0.0087,69.1
348.0,0.0071,68.9
360.0,0.0078,69.6
468.0,0.0091,69.1
276.0,0.0067,69.0
300.0,0.0068,69.2
360.0,0.0071,69.6
264.0,0.0062,68.9
252.0,0.005,68.7
264.0,0.0052,70.1
204.0,0.0041,69.4
204.0,0.004,70.4
216.0,0.0044,69.5
168.0,0.0046,68.8
288.0,0.0058,69.3
156.0,0.0039,68.8
84.0,0.0016,69.8
168.0,0.0044,67.7
264.0,0.0051,69.5
144.0,0.0027,70.7
96.0,0.0018,70.1
132.0,0.0033,68.6
120.0,0.0025,68.6
84.0,0.0025,69.6
132.0,0.0038,68.7
216.0,0.005,67.9
132.0,0.0031,68.4
156.0,0.0036,68.6
72.0,0.0027,69.6
108.0,0.0039,66.9
36.0,0.0009,69.2
36.0,0.0007,69.5
72.0,0.0014,70.4
48.0,0.0009,66.2
48.0,0.0018,69.1
84.0,0.003,68.6
60.0,0.0012,69.6
36.0,0.0007,67.4
96.0,0.0022,69.7
96.0,0.0032,68.6
156.0,0.0037,69.3
60.0,0.0012,66.9
120.0,0.0028,69.2
96.0,0.0026,70.2
72.0,0.0014,69.5
84.0,0.0024,68.4
48.0,0.0016,68.2
156.0,0.0034,69.2
108.0,0.0025,69.8
60.0,0.0022,68.4
96.0,0.0029,69.3
60.0,0.0011,69.5
120.0,0.0025,70.2
72.0,0.0023,67.2
120.0,0.0038,68.9
108.0,0.0027,67.7
48.0,0.0011,69.6
96.0,0.0029,69.4
84.0,0.0022,69.4
84.0,0.0026,66.8
96.0,0.0021,69.1
192.0,0.0037,70.2
120.0,0.003,69.0
204.0,0.0059,68.6
204.0,0.0042,69.7
204.0,0.0046,68.3
324.0,0.0072,70.1
192.0,0.0044,68.5
420.0,0.0083,70.1
300.0,0.0082,68.1
240.0,0.0053,68.9
348.0,0.0069,69.3
420.0,0.0072,69.6
456.0,0.0091,70.1
708.0,0.0149,69.9
972.0,0.0211,68.5
948.0,0.02,68.7
1092.0,0.0216,70.6
1332.0,0.0275,68.8
960.0,0.0194,69.9
1248.0,0.0238,70.4
1656.0,0.0331,70.6
1716.0,0.0329,72.1
2256.0,0.0483,70.8
2160.0,0.0442,70.4
2736.0,0.0544,71.1
2352.0,0.047,71.3
2808.0,0.057999999999999996,70.1
3120.0,0.0664,68.7
2688.0,0.057,68.2
3888.0,0.0835,67.5
3612.0,0.083,65.2
3804.0,0.0801,66.6
3384.0,0.0724,65.5
3900.0,0.0839,64.7
4128.0,0.0887,64.3
4428.0,0.0957,64.0
5040.0,0.1158,62.0
4968.0,0.1158,60.5
5520.0,0.1326,59.1
5376.0,0.128,58.4
5280.0,0.1375,55.7
5652.0,0.2032,46.9
5724.0,0.1656,47.3
5796.0,0.1537,49.7
5748.0,0.1618,49.3
5376.0,0.207,42.5
3696.0,0.2274,32.5
4944.0,0.2857,28.1
5460.0,0.2045,32.5
4836.0,0.2833,28.1
4224.0,0.2576,25.4
4836.0,0.2686,25.2
4224.0,0.2857,22.8
5604.0,0.1769,33.3
4584.0,0.1983,32.6
4104.0,0.2765,26.5
4428.0,0.3153,23.0
4632.0,0.2073,26.9
4884.0,0.1587,34.7
4836.0,0.2596,30.2
4548.0,0.2909,25.9
4272.0,0.33899999999999997,21.7
2652.0,0.2452,18.4
3612.0,0.3988,15.5
4536.0,0.2799,18.9
5700.0,0.2519,25.1
5340.0,0.255,27.1
5700.0,0.2449,29.6
4140.0,0.3653,22.6
4500.0,0.2112,26.0
4584.0,0.2868,24.1
4776.0,0.3025,23.0
3492.0,0.3544,18.3
3900.0,0.3402,17.2
5388.0,0.2427,23.9
4500.0,0.3111,22.0
4428.0,0.2599,22.9
4188.0,0.2547,22.8
5508.0,0.1781,32.8
4548.0,0.3051,26.8
4512.0,0.2707,25.7
3036.0,0.3649,19.0
2472.0,0.3788,14.3
3276.0,0.349,14.0
3408.0,0.3361,14.4
4128.0,0.2459,19.5
2328.0,0.3031,15.3
4164.0,0.3074,17.5
3708.0,0.3441,16.6
2556.0,0.2259,16.5
3240.0,0.2528,17.6
3324.0,0.1241,28.0
2292.0,0.051,47.8
2712.0,0.0917,48.7
2556.0,0.0555,57.8
1968.0,0.0446,61.4
1608.0,0.0333,65.9
1788.0,0.0375,67.3
2004.0,0.0462,66.2
1788.0,0.0415,66.5
1584.0,0.0355,66.6
1716.0,0.0385,66.9
1608.0,0.0338,68.4
1584.0,0.0361,67.1
1692.0,0.0363,67.9
1584.0,0.0335,68.2
1392.0,0.0303,67.8
1656.0,0.0374,67.4
1440.0,0.0313,68.4
1368.0,0.0306,66.8
1464.0,0.0305,67.9
1572.0,0.0356,66.5
1428.0,0.0334,65.8
1428.0,0.0332,65.0
1416.0,0.0307,67.0
1440.0,0.0357,64.7
1260.0,0.0289,67.1
1116.0,0.0245,67.1
1176.0,0.0248,68.2
1368.0,0.0328,66.7
1392.0,0.0304,68.6
1056.0,0.0255,65.7
1272.0,0.0286,66.8
1500.0,0.0338,66.9
1356.0,0.03,67.2
1164.0,0.0252,67.4
1524.0,0.0338,67.7
960.0,0.0194,69.2
1572.0,0.0353,68.0
1128.0,0.0264,66.3
1272.0,0.0266,67.2
1092.0,0.0252,67.0
1224.0,0.0274,67.8
1284.0,0.0274,67.8
1188.0,0.0241,69.8
1128.0,0.0225,69.4
1296.0,0.0274,69.0
1392.0,0.03,68.1
1356.0,0.0292,67.9
1116.0,0.0249,67.4
900.0,0.0192,68.3
1296.0,0.0297,66.8
1092.0,0.0222,69.0
996.0,0.0229,67.3
960.0,0.0198,68.6
1056.0,0.0225,69.3
1428.0,0.0314,69.1
1056.0,0.0227,69.1
1560.0,0.0311,71.0
1344.0,0.0281,70.2
1332.0,0.0292,68.9
1356.0,0.0295,68.8
1536.0,0.0352,67.3
1116.0,0.0232,68.8
1320.0,0.0309,67.6
1368.0,0.0283,69.2
1284.0,0.0275,68.6
1056.0,0.0247,67.5
1128.0,0.0241,68.4
1236.0,0.0252,69.9
1524.0,0.0352,68.8
1224.0,0.0266,68.6
1200.0,0.0278,67.2
1308.0,0.0295,66.4
1440.0,0.0323,67.3
1176.0,0.0263,67.4
1512.0,0.0327,67.7
1284.0,0.0276,68.3
1560.0,0.0312,69.7
1308.0,0.0263,70.6
996.0,0.021,70.8
1284.0,0.0262,70.3
1176.0,0.0239,70.2
1020.0,0.021,70.3
1092.0,0.023,69.3
1356.0,0.0298,68.3
1164.0,0.0247,68.5
1272.0,0.027000000000000003,68.1
1308.0,0.0279,68.3
1092.0,0.0241,68.4
1020.0,0.0217,68.4
1236.0,0.0253,68.9
1248.0,0.0268,68.6
1320.0,0.0288,68.2
1296.0,0.027000000000000003,68.7
936.0,0.0191,69.2
1056.0,0.0226,68.3
684.0,0.015,69.3
648.0,0.0136,68.5
684.0,0.0143,68.7
756.0,0.0168,68.1
780.0,0.0157,69.2
924.0,0.0201,68.2
672.0,0.013999999999999999,69.1
672.0,0.0145,68.1
672.0,0.0145,68.3
552.0,0.0112,68.4
660.0,0.0125,69.5
708.0,0.0157,69.9
516.0,0.0105,69.7
504.0,0.0099,69.8
528.0,0.0113,69.0
552.0,0.0117,68.8
828.0,0.0177,68.6
492.0,0.0111,68.3
564.0,0.0115,68.7
456.0,0.01,68.0
480.0,0.0103,69.3
492.0,0.0113,67.3
528.0,0.0117,68.1
648.0,0.013999999999999999,68.7
396.0,0.0077,68.8
516.0,0.0099,69.2
576.0,0.0115,68.8
528.0,0.0117,69.0
492.0,0.0101,69.3
504.0,0.0095,69.4
420.0,0.009000000000000001,68.5
300.0,0.006,69.9
624.0,0.0122,69.7
588.0,0.0139,68.2
432.0,0.0081,68.9
420.0,0.0088,68.7
432.0,0.0084,69.1
408.0,0.0086,69.9
324.0,0.0063,68.6
420.0,0.0083,69.3
504.0,0.0097,69.1
396.0,0.008,69.3
360.0,0.0094,67.5
528.0,0.0113,68.8
384.0,0.0074,69.6
312.0,0.006,69.0
384.0,0.0077,70.1
360.0,0.0077,69.1
300.0,0.0068,68.5
228.0,0.0045,68.6
264.0,0.0054,69.5
288.0,0.0059,69.7
324.0,0.0068,68.8
156.0,0.0028,69.4
276.0,0.0062,68.8
204.0,0.0046,68.5
132.0,0.0025,68.7
144.0,0.0029,68.9
108.0,0.0033,68.2
132.0,0.0026,69.8
60.0,0.0012,70.1
132.0,0.0024,69.3
84.0,0.0016,69.3
84.0,0.0021,69.2
120.0,0.0026,70.2
168.0,0.0038,70.5
96.0,0.0025,68.3
84.0,0.0023,66.9
132.0,0.0028,68.8
120.0,0.0023,70.6
132.0,0.0026,69.1
84.0,0.0024,68.7
132.0,0.003,68.3
84.0,0.0026,68.3
72.0,0.0029,68.7
60.0,0.0019,68.4
48.0,0.0009,69.7
168.0,0.0046,67.3
84.0,0.0018,70.3
96.0,0.0023,68.2
48.0,0.0017,66.1
156.0,0.0037,69.9
84.0,0.0017,70.6
24.0,0.0006,70.9
48.0,0.001,68.1
96.0,0.003,68.9
60.0,0.0015,68.2
72.0,0.0028,68.4
72.0,0.002,68.2
24.0,0.0015,65.5
108.0,0.0033,67.8
48.0,0.0011,69.5
108.0,0.0023,69.3
84.0,0.003,68.5
168.0,0.0044,69.3
108.0,0.0026,68.4
132.0,0.0034,70.0
156.0,0.0039,69.8
120.0,0.0023,69.6
72.0,0.0021,69.7
120.0,0.0026,69.2
108.0,0.0021,69.5
120.0,0.0022,70.4
120.0,0.003,69.4
180.0,0.0055,68.5
336.0,0.0077,69.4
252.0,0.006,68.9
336.0,0.0072,69.4
300.0,0.0066,68.8
288.0,0.0064,69.7
240.0,0.0046,69.5
396.0,0.0095,68.6
792.0,0.0159,69.6
612.0,0.013000000000000001,70.7
852.0,0.0187,69.2
744.0,0.015,69.6
888.0,0.0195,69.7
1008.0,0.0213,69.5
1260.0,0.0247,69.9
1056.0,0.0206,70.8
1476.0,0.0307,69.6
1440.0,0.032,68.6
1560.0,0.0317,70.6
2172.0,0.0433,71.6
2028.0,0.0404,72.3
2148.0,0.0428,72.2
2712.0,0.0554,72.0
3132.0,0.0652,70.8
3000.0,0.0628,70.2
3144.0,0.0608,72.7
3708.0,0.0791,70.6
3660.0,0.0803,68.7
3312.0,0.0693,69.1
3816.0,0.0855,65.0
4260.0,0.0959,62.6
4200.0,0.0911,62.6
4536.0,0.1088,59.7
5076.0,0.1181,59.0
3888.0,0.085,60.7
4812.0,0.1142,58.9
5340.0,0.1367,56.4
5508.0,0.1435,54.1
4932.0,0.13,53.1
5124.0,0.1325,52.7
4872.0,0.1291,52.1
5196.0,0.1379,51.8
5388.0,0.1469,50.9
5436.0,0.1471,50.7
5700.0,0.1524,50.8
5508.0,0.1458,51.1
5328.0,0.1486,50.0
4128.0,0.1477,44.1
5340.0,0.2311,37.9
4668.0,0.3139,29.1
5292.0,0.244,29.3
4536.0,0.2548,26.8
4740.0,0.2427,26.8
4116.0,0.203,27.2
3972.0,0.214,26.4
4032.0,0.2679,23.5
4908.0,0.2484,25.2
5196.0,0.2787,25.6
5112.0,0.2615,26.2
4860.0,0.2269,27.8
4956.0,0.2943,25.4
4236.0,0.2742,23.5
5388.0,0.242,26.9
3912.0,0.2075,26.3
4680.0,0.2957,24.0
5016.0,0.2413,26.2
4536.0,0.2688,24.6
3852.0,0.2391,23.6
5328.0,0.2549,26.0
5088.0,0.2741,25.7
4044.0,0.2658,23.2
4344.0,0.182,27.9
4632.0,0.2814,25.5
4116.0,0.182,28.1
3732.0,0.3598,21.2
4860.0,0.1939,27.7
3048.0,0.0674,45.0
3684.0,0.083,53.4
3468.0,0.0742,59.2
2928.0,0.0592,63.8
2904.0,0.0626,64.2
1992.0,0.0417,65.7
3276.0,0.0706,65.1
2904.0,0.0634,64.4
4008.0,0.0854,64.8
2940.0,0.066,63.8
2172.0,0.0484,63.5
2376.0,0.0495,65.4
2256.0,0.0494,65.2
2040.0,0.0441,65.5
2148.0,0.0472,66.5
2220.0,0.0468,66.2
2064.0,0.0445,66.4
2016.0,0.0444,66.0
1716.0,0.0376,66.1
1980.0,0.0419,67.0
1884.0,0.0417,66.4
1812.0,0.0402,66.6
1704.0,0.0366,66.6
1440.0,0.0296,67.9
1608.0,0.036000000000000004,66.7
1260.0,0.0273,66.8
1692.0,0.0363,67.5
1500.0,0.0356,65.8
1404.0,0.0312,65.6
1476.0,0.0295,68.5
1416.0,0.0296,69.9
1536.0,0.033,68.8
1332.0,0.0301,68.1
1272.0,0.0274,68.0
1560.0,0.0356,66.1
1392.0,0.028999999999999998,68.2
1464.0,0.0329,67.3
1392.0,0.0327,65.9
1464.0,0.033,66.1
1164.0,0.026000000000000002,65.7
1284.0,0.0271,67.4
1368.0,0.0317,66.3
1572.0,0.0358,66.0
1068.0,0.0244,66.5
1188.0,0.026000000000000002,66.5
1056.0,0.0212,68.0
1068.0,0.0237,67.4
888.0,0.0201,67.3
1224.0,0.0267,66.0
1116.0,0.0248,66.7
1104.0,0.0232,68.3
1200.0,0.0276,67.1
1380.0,0.0288,68.9
1188.0,0.0238,69.2
1116.0,0.0263,66.4
1332.0,0.027000000000000003,68.7
996.0,0.0202,68.5
1332.0,0.0273,69.1
1332.0,0.0272,69.4
1440.0,0.0291,69.4
1032.0,0.0224,69.6
1320.0,0.0295,69.1
1116.0,0.0253,68.3
1140.0,0.0238,69.9
1368.0,0.0301,68.3
1188.0,0.0263,68.3
1176.0,0.0242,69.1
1308.0,0.0286,69.4
1356.0,0.0306,68.0
1296.0,0.0279,68.4
1032.0,0.0231,68.2
1464.0,0.0324,68.3
1176.0,0.0271,67.3
1140.0,0.0261,67.9
1212.0,0.0241,70.5
1524.0,0.031,71.7
1332.0,0.0296,69.5
1236.0,0.0281,68.4
1116.0,0.0248,67.4
1200.0,0.0273,67.8
1452.0,0.0305,69.6
1392.0,0.0287,70.6
1236.0,0.0284,69.0
1608.0,0.039,66.8
1404.0,0.0299,68.3
1308.0,0.0294,68.0
1680.0,0.0707,57.2
1428.0,0.0293,63.7
1296.0,0.026000000000000002,67.6
1356.0,0.0282,69.5
1536.0,0.0325,69.3
1632.0,0.0346,68.5
1212.0,0.0261,68.9
1224.0,0.0263,68.5
1716.0,0.0379,67.4
1248.0,0.0255,69.4
